央视频道,#genre#
吉林卫视,http://101.66.198.143:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://101.66.198.143:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://183.131.246.250:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://163.177.122.114:9901/udp/224.1.5.79:5000
上海卫视,http://42.238.233.195:9901/tsfile/live/0107_2.m3u8?key=txiptv&playlive=1&authid=0
内蒙卫视,http://113.195.162.70:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://163.177.122.114:9901/udp/224.1.5.80:5000
辽宁卫视,http://182.114.49.114:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://183.131.246.250:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://163.177.122.114:9901/udp/224.1.5.81:5000
宁夏卫视,http://163.177.122.114:9901/udp/224.1.5.86:5000
旅游卫视,http://163.177.122.114:9901/udp/224.1.5.85:5000
云南卫视,http://183.131.246.250:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://113.195.162.70:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视,http://163.177.122.114:9901/udp/224.1.5.89:5000
云南卫视,http://163.177.122.61:9901/udp/224.1.8.58:5000
旅游卫视,http://163.177.122.61:9901/udp/224.1.8.64:5000
兵团卫视,http://163.177.122.114:9901/udp/224.1.5.90:5000
河南卫视,http://101.66.194.216:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://182.114.49.114:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
综合卫视,http://163.177.122.114:9901/udp/224.1.5.88:5000
湖南卫视,http://123.149.160.127:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://123.149.160.127:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://123.139.57.170:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://101.74.28.119:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://183.131.246.250:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://183.131.246.250:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://163.177.122.61:9901/udp/224.1.8.66:5000
广东卫视,http://211.142.224.62:2023http://192.168.10.200:8008/paiptv/gdws.m3u8
东方卫视,http://101.66.194.216:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://125.42.151.75:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://163.177.122.61:9901/udp/224.1.8.33:5000
东方卫视,http://101.66.198.143:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
旅游卫视,http://183.131.246.250:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://163.177.122.61:9901/udp/224.1.8.70:5000
东方卫视,http://123.149.160.127:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://101.66.194.216:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://101.66.198.143:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://202.168.187.221:9999http://16.0.0.1:4001/rtp/239.77.0.88:5146
江苏卫视,http://123.149.160.127:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://202.168.187.221:9999http://16.0.0.1:4001/rtp/239.77.0.84:5146
安徽卫视,http://101.66.194.216:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://101.66.194.216:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://202.168.187.221:9999http://16.0.0.1:4001/rtp/239.77.0.92:5146
浙江卫视,http://202.168.187.221:9999http://16.0.0.1:4001/rtp/239.77.0.89:5146
江苏卫视,http://202.168.187.221:9999http://16.0.0.1:4001/rtp/239.77.0.90:5146
深圳卫视,http://123.149.160.127:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://123.149.160.127:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://202.168.187.221:9999http://16.0.0.1:4001/rtp/239.77.0.94:5146
浙江卫视,http://101.66.194.216:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
上海卫视,http://183.131.246.250:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://101.66.194.216:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://202.168.187.221:9999http://16.0.0.1:4001/rtp/239.77.0.98:5146
湖南卫视,http://101.66.198.143:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0
